id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-677547,2017-07-05,1,Vente,182000.0,22.0,,PRES DE CANTECORT,B050,47200.0,47108,Gaujac,47,,,47108000AC0064,,,,,,,,,,,,,0,1.0,Maison,140.0,5.0,S,sols,,,2230.0,0.110553,44.496984
2016-143926,2016-12-14,1,Vente,205000.0,11.0,,RUE VALENTIN JAUME,0475,13310.0,13097,Saint-Martin-de-Crau,13,,,13097000BT0003,,,,,,,,,,,,,0,1.0,Maison,88.0,5.0,S,sols,,,212.0,4.792216,43.636276
2017-386055,2017-10-06,1,Vente,315000.0,12.0,,RUE DE L ORATOIRE,2820,31170.0,31557,Tournefeuille,31,,,31557000BT0277,,,,,,,,,,,,,0,1.0,Maison,105.0,4.0,S,sols,,,527.0,1.335766,43.582295
2017-1110967,2017-10-11,1,Adjudication,39000.0,4.0,,RUE RENE MOREAU,0702,78130.0,78440,Les Mureaux,78,,,78440000AW0294,,,24.0,,,,,,,,,,1,2.0,Appartement,48.0,2.0,,,,,,1.908662,48.98382
2017-1147607,2017-01-20,1,Vente,30000.0,,,SERVALS,B122,82230.0,82192,Verlhac-Tescou,82,,,821920000F0292,,,,,,,,,,,,,0,,,,,T,terres,,,5538.0,1.521531,43.938547
2017-382313,2017-06-02,1,Vente,110000.0,15.0,,RUE DU GAL LIONEL DE MARMIER,5283,31300.0,31555,Toulouse,31,,,31555843BK0174,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1534.0,1.390405,43.600955
2017-383492,2017-07-11,1,Vente,108000.0,56.0,,ALL DES VITARELLES,8920,31100.0,31555,Toulouse,31,,,31555843AX0133,,,3.0,67.61,,,,,,,,,1,2.0,Appartement,68.0,3.0,,,,,,1.398281,43.591183
2016-182986,2016-01-08,1,Vente,58000.0,,,TERRES DE BEAUREGARD,B137,17870.0,17065,Breuil-Magné,17,,,170650000Z0162,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,488.0,-0.96561,45.986108
2016-896953,2016-02-25,1,Vente,125000.0,,,LES JOUVENONS,B026,74370.0,74019,Argonay,74,,,74019000AD0758,,,,,,,,,,,,,0,,,,,T,terres,,,93.0,6.157108,45.953944
2017-161681,2017-03-23,1,Vente,49000.0,,,RTE DE FALAISE THURY HARCOURT,1200,14220.0,14689,Le Hom,14,,,146890000C0356,,,,,,,,,,,,,0,,,,,J,jardins,,,172.0,-0.475577,48.983622
2017-1169555,2017-02-27,1,Vente,220000.0,131.0,,RUE COULMIER,1955,83200.0,83137,Toulon,83,,,83137000CY0333,,,,,,,,,,,,,0,1.0,Maison,80.0,5.0,S,sols,,,178.0,5.918263,43.12929
2017-1068973,2017-10-09,1,Vente,145000.0,,,LES TERRES BLANCHES,B058,77000.0,77487,Vaux-le-Pénil,77,,,77487000AK1651,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,PARC,Parc,635.0,2.684594,48.518332
2017-717095,2017-06-23,1,Vente,40000.0,14.0,,GR GRANDE RUE,0010,51310.0,51116,Champguyon,51,,,51116000ZO0044,,,,,,,,,,,,,0,1.0,Maison,65.0,1.0,S,sols,,,1863.0,3.552137,48.768391
2016-390785,2016-12-20,1,Vente en l'état futur d'achèvement,2426776.0,56.0,,AV DE LA COTE D ARGENT,0058,33470.0,33527,Le Teich,33,,,33527000BG0048,,,71.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.0205,44.634004
2016-733218,2016-12-08,1,Vente,108000.0,97.0,B,RUE DE SAINT JUST DES MARAIS,2930,60000.0,60057,Beauvais,60,,,60057000AQ0120,,,,,,,,,,,,,0,1.0,Maison,43.0,3.0,S,sols,,,31.0,2.066715,49.434254
2017-382130,2017-04-27,1,Vente,,4.0,,RUE EDMOND HARAUCOURT,2885,31100.0,31555,Toulouse,31,,,31555843AM0040,,,,,,,,,,,,,0,2.0,Appartement,84.0,4.0,S,sols,,,1193.0,1.388604,43.577648
2017-248581,2017-06-07,1,Vente,5000.0,,,LES AULNAYES,B004,22630.0,22274,Saint-André-des-Eaux,22,,,222740000A0596,,,,,,,,,,,,,0,,,,,P,prés,,,2150.0,-2.026101,48.382675
2016-496139,2016-04-27,1,Vente,155000.0,,,BERGERANDIERE,B003,38470.0,38278,Notre-Dame-de-l'Osier,38,,,382780000C0958,,,,,,,,,,,,,0,,,,,T,terres,,,1355.0,5.421041,45.236355
2016-846775,2016-12-14,1,Vente en l'état futur d'achèvement,244000.0,95.0,,RTE DE LA LIBERATION,0650,69110.0,69202,Sainte-Foy-lès-Lyon,69,,,69202000AX0055,,,54,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,4.779248,45.72549
2016-239131,2016-08-26,1,Vente,328000.0,35.0,,RUE FONBALQUINE,1850,24100.0,24037,Bergerac,24,,,24037000DN0398,,,3.0,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,25.0,0.0,,,,,,0.482727,44.852324
2017-1166946,2017-10-17,1,Vente,133000.0,9002.0,,RES LES AMANDIERS STE BRIGITTE,A027,83550.0,83148,Vidauban,83,,,83148000BC0064,,,35.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.437749,43.424513
2017-878334,2017-07-20,1,Vente,57932.0,90.0,,QUAI JEANNE D ARC,0235,63150.0,63047,La Bourboule,63,,,63047000AE0029,,,108.0,44.55,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,2.741169,45.587994
2017-654172,2017-01-13,1,Vente en l'état futur d'achèvement,207742.9,,,RUE DE LA SOURCE,0930,45160.0,45232,Olivet,45,,,45232000AS1571,,,106.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,1.904903,47.86132
2016-273869,2016-11-25,1,Vente,21200.0,,,LES LOGES,B038,27290.0,27209,Écaquelon,27,,,272090000A0084,,,,,,,,,,,,,0,,,,,BF,futaies feuillues,,,13260.0,0.713853,49.297603
2017-1334104,2017-09-26,1,Vente,150000.0,9.0,,AV DU PRESIDENT KENNEDY,1028,93360.0,93049,Neuilly-Plaisance,93,,,930490000B1293,,,113.0,,114.0,,,,,,,,2,2.0,Appartement,62.0,4.0,,,,,,2.512454,48.86349
2017-89788,2017-05-16,2,Vente,25000.0,,,LAS MOULINES ET CUSSOU,B128,9300.0,9160,Lavelanet,9,,,091600000C7873,,,,,,,,,,,,,0,,,,,S,sols,,,677.0,1.835083,42.922425
2017-503911,2017-12-18,1,Vente,77805.23,10.0,,CHEMIN DE LA RY,B504,35230.0,35250,Saint-Armel,35,,,35250000AA0030,,,,,,,,,,,,,0,1.0,Maison,36.0,2.0,J,jardins,POTAG,Jardin potager,1474.0,-1.592558,48.014789
2016-249864,2016-07-08,1,Vente,1500.0,,,AUX GRANDS CHAMPS,B075,25160.0,25361,Malbuisson,25,,,25361000AC0552,,,,,,,,,,,,,0,,,,,S,sols,,,851.0,6.298597,46.791864
2017-319289,2017-11-08,1,Vente,100.0,,,KERBILAET,B099,29720.0,29174,Plonéour-Lanvern,29,,,29174000YI0353,,,,,,,,,,,,,0,,,,,S,sols,,,212.0,-4.269355,47.905794
2016-253953,2016-01-07,1,Vente,8850.0,,,GONAIN ET BARONNAT,B045,26140.0,26010,Anneyron,26,,,26010000AO0123,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,570.0,4.913697,45.244577
2017-216051,2017-03-18,1,Vente,62000.0,49.0,,RUE ARMAND BAZILLE,0160,18100.0,18279,Vierzon,18,,,18279000CS0298,,,,,,,,,,,,,0,1.0,Maison,74.0,4.0,J,jardins,,,504.0,2.074761,47.216553
2017-333645,2017-07-11,2,Vente,500.0,,,RUDENEZ,C605,29520.0,29267,Saint-Thois,29,,,292670000B1385,,,,,,,,,,,,,0,,,,,S,sols,,,35.0,-3.892633,48.174188
2016-1029314,2016-07-29,1,Vente,1500.0,,,QUEIRAUD,B084,83560.0,83146,La Verdière,83,,,831460000C0461,,,,,,,,,,,,,0,,,,,BT,taillis simples,CHENE,Chênes,18520.0,5.965842,43.624839
2016-301381,2016-11-18,5,Vente,10506.26,,,KERIZIEN,C774,29400.0,29204,Plounéventer,29,,,29204000ZA0090,,,,,,,,,,,,,0,,,,,T,terres,,,6386.0,-4.185466,48.502738
2017-896067,2017-12-22,1,Vente,147950.0,,,LAS HIES,B006,64110.0,64284,Jurançon,64,,,64284000AW0119,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2755.0,-0.436285,43.249775
2016-322888,2016-06-20,1,Vente,6000.0,,,BRUGAUNEDE OUEST,B028,30140.0,30298,Saint-Sébastien-d'Aigrefeuille,30,,,302980000A0379,,,,,,,,,,,,,0,,,,,BT,taillis simples,CHVER,Chênes -verts,7501.0,3.988565,44.121678
2016-568218,2016-09-20,1,Vente,3000.0,,,LA GOUVALIERE,B571,44360.0,44217,Vigneux-de-Bretagne,44,,,44217000ZY0035,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,6637.0,-1.668491,47.312991
2017-232619,2017-08-03,1,Vente,55000.0,25.0,,AV DU LAC,4955,21000.0,21231,Dijon,21,,,21231000EM0008,,,1387.0,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,95.0,0.0,,,,,,5.003107,47.32029
2016-365779,2016-10-25,1,Vente,97000.0,,,BARRAIL,B001,33680.0,33528,Le Temple,33,,,335280000B1458,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,139.0,-0.987051,44.881375
2017-1436749,2017-04-21,1,Vente,576170.0,47.0,,RUE RAMEY,8014,75018.0,75118,Paris 18e Arrondissement,75,,,75118000BK0118,,,20,60.23,22.0,,,,,,,,2,2.0,Appartement,59.0,3.0,,,,,,2.345532,48.889639
2017-1279167,2017-05-09,1,Vente,128000.0,9001.0,,RES LES MILLEPERTUIS,A090,91940.0,91692,Les Ulis,91,,,91692000BI0057,,,1551.0,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,11.0,0.0,,,,,,2.17193,48.682698
2016-815090,2016-01-06,1,Vente,60000.0,,,LA GORDIOLE NORD,B044,66600.0,66164,Rivesaltes,66,,,661640000D0013,,,,,,,,,,,,,0,,,,,VI,vignes,,,8405.0,2.869701,42.790476
2016-31367,2016-12-08,1,Vente,72000.0,71.0,,RUE CHACUNDIER,0160,4100.0,4112,Manosque,4,,,04112000BP0313,,,,,,,,,,,,,0,2.0,Appartement,40.0,1.0,S,sols,,,74.0,5.784844,43.832845
2016-580227,2016-01-12,1,Vente,160000.0,,,CHE DES SABLES,0123,45510.0,45331,Vannes-sur-Cosson,45,,,45331000AB0161,,,,,,,,,,,,,0,,,,,J,jardins,,,1056.0,2.211058,47.712042
2016-356431,2016-09-08,1,Vente,50000.0,8.0,,CHEM DE PAVIE,0085,32550.0,32201,Lasseube-Propre,32,,,32201000AC0032,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1679.0,0.59907,43.577729
2016-256255,2016-04-29,1,Vente,188000.0,,,SOMME LONGE SUD,B055,26400.0,26183,Mirabel-et-Blacons,26,,,26183000AD0447,,,,,,,,,,,,,0,,,,,T,terres,,,204.0,5.091431,44.717428
2016-701801,2016-09-12,1,Vente,143000.0,305.0,,RUE DE LESTREZ,0100,59283.0,59408,Moncheaux,59,,,594080000B1920,,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,S,sols,,,202.0,3.07602,50.451637
2016-558493,2016-11-03,1,Vente,2000.0,,,LE GRAND CLOU,B538,44330.0,44140,La Regrippière,44,,,441400000H0896,,,,,,,,,,,,,0,,,,,VI,vignes,,,244.0,-1.216658,47.177553
2017-1371896,2017-04-28,1,Vente,287000.0,4.0,,ALL DU MUGUET,0362,95350.0,95539,Saint-Brice-sous-Forêt,95,,,95539000AM0307,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,17.0,2.364634,49.00388
2017-697409,2017-12-19,1,Vente,105000.0,,,CROIX DE LA MISSION,B105,49700.0,49125,Doué-en-Anjou,49,,,49125000ZT0317,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,819.0,-0.252734,47.182899
2017-1046831,2017-03-24,1,Vente,230000.0,387.0,,RUE DE LA REPUBLIQUE,0940,76230.0,76108,Bois-Guillaume,76,,,76108000AP0382,,,,,,,,,,,,,0,1.0,Maison,45.0,2.0,S,sols,,,419.0,1.114992,49.470723
2017-1345441,2017-12-18,1,Vente,14000000.0,34.0,,RUE DU GAL DE LACHARRIERE,4125,94000.0,94028,Créteil,94,,,94028000AI0061,,,,,,,,,,,,,0,,,,,S,sols,,,1803.0,2.464375,48.785538
2016-664475,2016-12-15,1,Vente,9864.0,,,LE PRE CHERY,B081,55300.0,55264,Kœur-la-Petite,55,,,55264000YA0001,,,,,,,,,,,,,0,,,,,P,prés,,,16440.0,5.496891,48.862039
2017-1058574,2017-10-04,2,Vente,218000.0,,,AV MAL FOCH,0560,76290.0,76447,Montivilliers,76,,,76447000AX0095,,,,,,,,,,,,,0,,,,,S,sols,,,584.0,0.191809,49.528381
2017-151568,2017-02-10,1,Vente,325000.0,,,LOT COLLET DE LEBRE,A023,13180.0,13043,Gignac-la-Nerthe,13,,,13043000AW0226,,,,,,,,,,,,,0,,,,,L,landes,,,1377.0,5.232775,43.397012
2016-760057,2016-12-15,1,Vente,100007680.0,36.0,,RUE FERNAND PANTIGNY,0150,62590.0,62637,Oignies,62,,,62637000AS0585,,,,,,,,,,,,,0,1.0,Maison,67.0,3.0,S,sols,,,581.0,2.99081,50.463733
2016-1001328,2016-03-31,1,Vente,90000.0,,,RUE DU BOUT DE HAUT,0040,80960.0,80700,Saint-Blimont,80,,,807000000D0599,,,,,,,,,,,,,0,,,,,P,prés,,,1125.0,1.57277,50.120074
2017-3093,2017-10-27,1,Vente,120000.0,,,CHAMP CATIN,B020,1270.0,1147,Domsure,1,,,01147000ZE0097,,,,,,,,,,,,,0,,,,,S,sols,,,180.0,5.291417,46.443958
2016-205222,2016-04-29,1,Vente,267500.0,36.0,,RUE DES TROIS FORGERONS,8940,21000.0,21231,Dijon,21,,,21231000DL0014,,,,,,,,,,,,,0,1.0,Maison,127.0,5.0,S,sols,,,771.0,,
2016-364559,2016-09-08,1,Vente,597600.0,15.0,,ALL ANTOINE DE SAINT EXUPERY,0083,33160.0,33376,Saint-Aubin-de-Médoc,33,,,33376000BB0162,,,,,,,,,,,,,0,1.0,Maison,190.0,7.0,S,sols,,,500.0,-0.746165,44.912594
2016-955041,2016-03-30,1,Vente,137000.0,21.0,,RUE DES SOURCES,3960,77178.0,77430,Saint-Pathus,77,,,77430000AL0372,,,24.0,54.51,,,,,,,,,1,2.0,Appartement,52.0,2.0,,,,,,2.790192,49.076772
2017-744658,2017-12-26,1,Vente,283000.0,55.0,,RUE HERMITE,2670,54000.0,54395,Nancy,54,,,54395000AM0139,,,55.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.171902,48.699142
2016-568300,2016-09-28,2,Vente,13000.0,,,CHE DE LA VIGNE DES PINS,1484,44380.0,44132,Pornichet,44,,,44132000BO0304,,,,,,,,,,,,,0,,,,,S,sols,,,105.0,-2.302384,47.244945
2017-1286664,2017-10-11,1,Vente,346000.0,9.0,,RUE ADELAIDE,0019,92400.0,92026,Courbevoie,92,,,92026000BI0097,,,30.0,65.5,,,,,,,,,1,2.0,Appartement,60.0,3.0,,,,,,2.277129,48.901947
2017-634036,2017-09-26,1,Vente,335500.0,23.0,,RUE DU PATUREAU,1342,44700.0,44114,Orvault,44,,,44114000CC0234,,,65.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.626702,47.273517
2017-1287922,2017-12-13,1,Vente,207400.0,62.0,,RUE ROUGET DE L ISLE,8160,92150.0,92073,Suresnes,92,,,920730000O0027,,,52.0,33.37,73.0,,,,,,,,2,2.0,Appartement,33.0,2.0,,,,,,2.232533,48.878326
2017-515300,2017-06-29,1,Vente,60820.2,,,L'EPINE,B258,35370.0,35272,Saint-Germain-du-Pinel,35,,,352720000D0260,,,,,,,,,,,,,0,,,,,T,terres,,,3583.0,-1.184382,48.000557
2017-73616,2017-08-17,1,Vente,13800.0,7.0,,AV DU CLOS,0220,6270.0,6161,Villeneuve-Loubet,6,,,06161000AO0265,,,6.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,7.13875,43.644364
2017-1030750,2017-06-27,1,Vente,1300000.0,630.0,,RTE NATIONALE,0362,74120.0,74173,Megève,74,,,74173000AB0136,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,79.0,0.0,S,sols,,,1636.0,6.624905,45.86397
2017-669433,2017-04-11,1,Vente,10000.0,,,LEYME,B107,46120.0,46170,Leyme,46,,,46170000AE0183,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,251.0,1.900107,44.785319
2017-439452,2017-11-09,1,Vente,85000.0,,,LUBEC,B066,33980.0,33019,Audenge,33,,,33019000AI0726,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,350.0,-0.921574,44.714287
2016-1234072,2016-01-18,1,Vente,2000000.0,36.0,,RUE DU GRENIER SAINT LAZARE,4320,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AV0120,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,391.0,0.0,S,sols,,,99.0,2.352716,48.863268
2016-193380,2016-06-13,18,Vente,,12.0,,ALL DES CHARDONNERETS,1086,18000.0,18033,Bourges,18,,,18033000AE0506,,,,,,,,,,,,,0,2.0,Appartement,56.0,2.0,S,sols,,,15500.0,2.397359,47.119215
2016-541793,2016-03-24,1,Vente,141000.0,6.0,,PL SAINT FELIX,7609,44000.0,44109,Nantes,44,,,44109000NW0583,,,25.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.556101,47.231166
2017-1142603,2017-10-28,2,Vente,40000.0,12.0,,RUE DU CHATEAU,0010,81120.0,81147,Lombers,81,,,811470000D0900,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,156.0,2.150163,43.803991
2016-1025057,2016-11-17,1,Vente,48000.0,7680.0,,LES PESQUIERS,B086,83490.0,83086,Le Muy,83,,,83086000AT0002,,,,,,,,,,,,,0,1.0,Maison,25.0,2.0,T,terres,,,3040.0,,
2017-413715,2017-12-21,1,Vente en l'état futur d'achèvement,202000.0,386.0,,AV MAL DE LATTRE DE TASSIGNY,6000,33200.0,33063,Bordeaux,33,,,33063000YN0107,,,50.0,,,,,,,,,,1,,,,,,,,,,-0.627067,44.858443
2017-269402,2017-12-07,1,Vente,2000.0,,,LES TUILLERIES NORD,B108,24410.0,24216,La Jemaye-Ponteyraud,24,,,242163330A0299,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,,,5690.0,0.236477,45.196696
2016-253249,2016-10-10,1,Vente en l'état futur d'achèvement,104400.0,26.0,,RUE DES CHARDONNERETS,0310,25700.0,25580,Valentigney,25,,,25580000BP0130,,,101.0,,,,,,,,,,1,,,,,,,,,,6.833936,47.457861
2017-528925,2017-12-26,1,Vente en l'état futur d'achèvement,144100.0,15.0,,AV DE BORDEAUX,0325,37300.0,37122,Joué-lès-Tours,37,,,37122000BW0167,,,84.0,,,,,,,,,,1,,,,,,,,,,0.697732,47.358231
2017-864768,2017-09-29,1,Vente,87000.0,201.0,,RUE ANATOLE FRANCE,0190,62100.0,62193,Calais,62,,,62193000AH0639,,,,,,,,,,,,,0,1.0,Maison,62.0,3.0,S,sols,,,109.0,1.871367,50.954064
2017-331517,2017-10-04,1,Vente,180000.0,2.0,,RES PEN AN TOUR,A148,29860.0,29160,Plabennec,29,,,29160000AE0373,,,15.0,,,,,,,,,,1,2.0,Appartement,55.0,2.0,,,,,,-4.428511,48.502616
2017-436151,2017-08-25,1,Vente,410600.0,,,ALL DE CAZAUX,0135,33470.0,33199,Gujan-Mestras,33,,,33199000CI0353,,,,,,,,,,,,,0,,,,,S,sols,,,218.0,-1.082443,44.628993
2017-126907,2017-05-30,1,Vente,399500.0,11.0,,IMP CLERVILLE,2365,13007.0,13207,Marseille 7e Arrondissement,13,,,132078320B0032,,,108.0,,,,,,,,,,1,2.0,Appartement,92.0,4.0,,,,,,5.360008,43.291406
2016-587549,2016-01-29,1,Vente,70900.0,,,LA CAVE,B064,46230.0,46023,Belfort-du-Quercy,46,,,46023000AZ0078,,,,,,,,,,,,,0,,,,,T,terres,,,3690.0,1.533459,44.241354
2016-81422,2016-09-30,1,Vente,47500.0,1.0,T,CHE DU GABRE,0199,9300.0,9160,Lavelanet,9,,,091600000C6208,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,1141.0,0.0,S,sols,,,1229.0,1.856466,42.939626
2016-289154,2016-01-07,1,Vente,220000.0,8.0,,RUE ARISTIDE BRIAND,0055,29217.0,29040,Le Conquet,29,,,29040000AB0160,,,,,,,,,,,,,0,1.0,Maison,28.0,1.0,S,sols,,,42.0,-4.774368,48.360395
2017-750187,2017-06-27,1,Vente,126736.0,,,LE VILLAGE,B089,54460.0,54007,Aingeray,54,,,54007000AB0538,,,,,,,,,,,,,0,,,,,J,jardins,,,30.0,6.001021,48.739155
2017-1382465,2017-03-27,1,Vente,130000.0,6.0,,RUE DE L ESPERANCE,0310,95370.0,95424,Montigny-lès-Cormeilles,95,,,95424000AP0384,,,109.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,,
2016-423793,2016-08-19,1,Vente,85000.0,,,PLAINE DE BELOT,B208,34330.0,34293,La Salvetat-sur-Agout,34,,,34293000AY0088,,,,,,,,,,,,,0,,,,,S,sols,,,630.0,2.693007,43.602425
2017-279065,2017-08-03,1,Vente,284500.0,5.0,,RUE DE LA VALLEE D ORNANS,0052,25650.0,25357,Maisons-du-Bois-Lièvremont,25,,,25357000AC0174,,,,,,,,,,,,,0,1.0,Maison,200.0,5.0,S,sols,,,942.0,6.419107,46.966146
2017-384216,2017-07-28,1,Vente,525000.0,,,DUPUY,B009,31530.0,31277,Lasserre-Pradère,31,31277.0,Lasserre,312770000A1635,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,520.0,1.17318,43.642257
2016-989224,2016-04-06,1,Vente,1.0,,,CHEM DU BOURNEAU,0040,79220.0,79133,Germond-Rouvre,79,,,791330000C1421,,,,,,,,,,,,,0,,,,,S,sols,,,23.0,-0.421223,46.456249
2016-119833,2016-07-28,1,Vente,410000.0,34.0,,BD DE LA PINEDE,1570,13400.0,13005,Aubagne,13,,,13005000DT0241,,,,,,,,,,,,,0,1.0,Maison,160.0,5.0,S,sols,,,706.0,5.53376,43.280867
2016-1105908,2016-04-13,1,Vente,102000.0,,,FAUBOURG DE LA CROIX,B096,89330.0,89348,Saint-Julien-du-Sault,89,,,89348000AD0186,,,,,,,,,,,,,0,,,,,J,jardins,,,870.0,3.301422,48.032461
2016-512694,2016-11-10,1,Vente,720.0,,,GOUADET,B008,40990.0,40114,Gourbera,40,,,401140000B0045,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,6000.0,-1.036457,43.808799
2016-320990,2016-11-03,1,Vente,1365000.0,,,VAUCROSES ET VACQUIERES,B138,30126.0,30326,Tavel,30,,,303260000B0064,,,,,,,,,,,,,0,,,,,VI,vignes,,,3660.0,4.697677,44.015952
2016-917597,2016-12-16,1,Vente,305000.0,132.0,,CHEM DES POMMIERS,0178,74140.0,74293,Veigy-Foncenex,74,,,742930000E2740,,,15.0,,,,,,,,,,1,2.0,Appartement,78.0,3.0,,,,,,6.256818,46.268416
2017-1320501,2017-12-01,1,Vente en l'état futur d'achèvement,288000.0,,,,,,93063,Romainville,93,,,930630000J0056,,,181.0,,,,,,,,,,1,,,,,,,,,,2.439311,48.891745
2016-1020259,2016-03-18,1,Vente,62000.0,9001.0,,RES ESPACE DES LICES,A023,83990.0,83119,Saint-Tropez,83,,,83119000AC0312,,,60.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,6.63873,43.269227
2017-742683,2017-10-11,1,Vente,85000.0,,,LE VILLAGE,B083,54110.0,54456,Réméréville,54,,,54456000AA0176,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,151.0,6.386874,48.704972
2017-135972,2017-11-21,1,Vente en l'état futur d'achèvement,107000.0,,,PUGET TERREIN,B099,13600.0,13028,La Ciotat,13,,,13028000CL1172,,,20.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.605419,43.200377
2017-401314,2017-07-20,1,Vente,135703.8,,,A LA RIVIERE,B029,32550.0,32019,Auterive,32,,,320190000A0773,,,,,,,,,,,,,0,,,,,T,terres,,,9616.0,0.617437,43.588098
2017-258202,2017-06-23,1,Echange,6000.0,,,AZAT D EN HAUT,B003,23140.0,23068,Cressat,23,,,23068000AR0091,,,,,,,,,,,,,0,,,,,S,sols,,,200.0,2.101949,46.113
2017-897013,2017-07-04,1,Vente terrain à bâtir,30580.0,,,LOT ZAC SAINT MICHEL,A060,64260.0,64062,Arudy,64,,,64062000BK0325,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,290.0,-0.43533,43.101128
2017-473140,2017-09-26,1,Vente,142000.0,9.0,,RUE DE LA VISE,0266,34540.0,34023,Balaruc-les-Bains,34,,,34023000AD0693,,,44.0,,,,,,,,,,1,2.0,Appartement,75.0,4.0,,,,,,3.675841,43.441803
2017-736816,2017-02-03,1,Vente,119300.0,46.0,,RUE DE NABECOR,3840,54000.0,54395,Nancy,54,,,54395000BM0045,,,111,,58.0,77.92,,,,,,,2,2.0,Appartement,79.0,3.0,,,,,,6.187283,48.678641
2016-832316,2016-10-26,1,Vente,176000.0,19.0,,CRS VITTON,7505,69006.0,69386,Lyon 6e Arrondissement,69,,,69386000AO0089,,,15.0,47.78,,,,,,,,,1,2.0,Appartement,46.0,2.0,,,,,,4.851776,45.769698
2017-330426,2017-03-07,1,Vente,140000.0,,,LE BOURG,B010,29800.0,29180,Ploudiry,29,,,291800000C2299,,,,,,,,,,,,,0,,,,,S,sols,,,43.0,-4.142437,48.451978
2017-1202962,2017-10-27,1,Vente,290000.0,47.0,,RUE DE L'HERSEY,0144,85000.0,85155,Mouilleron-le-Captif,85,,,85155000AL0246,,,,,,,,,,,,,0,1.0,Maison,190.0,6.0,AG,terrains d'agrément,,,2067.0,-1.451459,46.725344
2016-553987,2016-06-13,1,Vente,207000.0,21.0,,RUE OLYMPE DE GOUGES,3289,44980.0,44172,Sainte-Luce-sur-Loire,44,,,44172000AD0390,,,2062.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,-1.467036,47.2553
2016-330925,2016-08-01,1,Vente,142800.0,34.0,,IMP DU BARON,0860,31200.0,31555,Toulouse,31,,,31555830AI0620,,,18.0,71.67,,,,,,,,,1,2.0,Appartement,74.0,4.0,,,,,,1.435667,43.643253
2016-727776,2016-07-25,2,Vente,125000.0,,,ALL DES SORBIERS,0325,59990.0,59557,Saultain,59,,,595570000U3079,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1254.0,3.578302,50.342535
2017-711797,2017-03-13,1,Vente,47000.0,5051.0,D,RTE DE PORTBAIL - BRICQUEBEC,2300,50260.0,50082,Bricquebec-en-Cotentin,50,,,500820000A0733,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,840.0,0.0,S,sols,,,1140.0,-1.636715,49.462678
